Human,SARS-CoV2,Score
Q8NHW5,P0DTC3,0.00365
Q8NHW5,P0DTC4,0.003616
Q8NHW5,P0DTC7,5.2e-05
Q8NHW5,P0DTC5,0.003495
Q8NHW5,P0DTC2,0.004429
Q8NHW5,P0DTC1,0.029878
Q8NHW5,P0DTC9,0.002751
Q8NHW5,P0DTC8,0.000121
Q495Y7,P0DTC2,0.019498
Q495Y7,P0DTC4,0.028477
Q495Y7,P0DTC1,0.013027
Q495Y7,P0DTC9,0.028477
Q495Y7,P0DTC8,0.028477
Q6UXN8,P0DTC3,0.021349
Q6UXN8,P0DTD3,0.06275
Q6UXN8,P0DTD2,0.000329
Q6UXN8,P0DTC4,0.042075
Q6UXN8,P0DTC7,0.025346
Q6UXN8,P0DTC6,0.000277
Q6UXN8,P0DTC5,0.031591
Q6UXN8,P0DTC2,0.025363
Q6UXN8,P0DTC1,0.024135
Q6UXN8,P0DTC9,0.005259
Q6UXN8,P0DTC8,0.000329
P0CJ85,P0DTC4,0.000121
P0CJ85,P0DTC2,0.001332
P0CJ85,P0DTC1,0.022318
P0CJ85,P0DTC9,0.000121
P0CJ85,P0DTC8,0.000121
P0CJ87,P0DTC4,0.000121
P0CJ87,P0DTC2,0.001332
P0CJ87,P0DTC1,0.022318
P0CJ87,P0DTC9,0.000121
P0CJ87,P0DTC8,0.000121
P0CJ86,P0DTC4,0.000121
P0CJ86,P0DTC2,0.001332
P0CJ86,P0DTC1,0.022318
P0CJ86,P0DTC9,0.000121
P0CJ86,P0DTC8,0.000121
Q16322,P0DTC5,0.001194
Q16322,P0DTC2,0.014844
Q16322,P0DTC4,0.001194
Q16322,P0DTC7,0.004394
Q16322,P0DTC6,0.003045
Q16322,P0DTC3,0.00128
Q16322,P0DTC1,0.004048
Q16322,P0DTC9,0.000675
Q16322,P0DTD2,0.002993
P07316,P0DTC2,0.000623
P07316,P0DTC6,0.000882
P07316,P0DTC7,0.000657
P07316,P0DTC1,0.002128
P07316,P0DTD2,0.000882
P07315,P0DTC3,0.000519
P07315,P0DTC5,0.000917
P07315,P0DTC2,0.0009
P07315,P0DTC4,0.000917
P07315,P0DTC1,0.001834
P07315,P0DTC9,0.000329
P0CJ89,P0DTC4,0.000121
P0CJ89,P0DTC2,0.001332
P0CJ89,P0DTC1,0.022318
P0CJ89,P0DTC9,0.000121
P0CJ89,P0DTC8,0.000121
P0CJ88,P0DTC4,0.000121
P0CJ88,P0DTC2,0.001332
P0CJ88,P0DTC1,0.022318
P0CJ88,P0DTC9,0.000121
P0CJ88,P0DTC8,0.000121
Q6NW40,P0DTC3,0.007093
Q6NW40,P0DTD2,0.000727
Q6NW40,P0DTD3,0.006419
Q6NW40,P0DTC4,0.030328
Q6NW40,P0DTC7,0.005173
Q6NW40,P0DTC6,0.000571
Q6NW40,P0DTC5,0.006972
Q6NW40,P0DTC2,0.030899
Q6NW40,P0DTC1,0.030242
Q6NW40,P0DTC9,0.024896
Q6NW40,P0DTC8,0.022941
Q2M1K9,P0DTC2,0.016816
Q2M1K9,P0DTC5,0.007232
Q2M1K9,P0DTF1,0.002682
Q2M1K9,P0DTC4,0.004689
Q2M1K9,P0DTC7,0.008062
Q2M1K9,P0DTC6,0.008408
Q2M1K9,P0DTC3,0.006228
Q2M1K9,P0DTC1,0.052646
Q2M1K9,P0DTC9,0.008079
Q2M1K9,P0DTC8,0.000138
Q2M1K9,P0DTD2,0.003875
Q6UWJ1,P0DTD2,0.000329
Q6UWJ1,P0DTD3,0.06275
Q6UWJ1,P0DTC7,0.025294
Q6UWJ1,P0DTC6,0.000277
Q6UWJ1,P0DTC5,0.031453
Q6UWJ1,P0DTC4,0.041937
Q6UWJ1,P0DTC3,0.041989
Q6UWJ1,P0DTC2,0.025224
Q6UWJ1,P0DTC1,0.021142
Q6UWJ1,P0DTC8,0.000329
Q6UWJ8,P0DTC3,0.021142
Q6UWJ8,P0DTC5,0.039152
Q6UWJ8,P0DTD2,0.000329
Q6UWJ8,P0DTD3,0.06275
Q6UWJ8,P0DTC2,0.031384
Q6UWJ8,P0DTC7,0.025294
Q6UWJ8,P0DTC6,0.000277
Q6UWJ8,P0DTC4,0.049636
Q6UWJ8,P0DTC1,0.021142
Q6UWJ8,P0DTC8,0.000329
Q5VTH9,P0DTC4,0.03801
Q5VTH9,P0DTC7,0.00083
Q5VTH9,P0DTC6,0.000796
Q5VTH9,P0DTC5,0.004689
Q5VTH9,P0DTC3,0.003426
Q5VTH9,P0DTC2,0.029809
Q5VTH9,P0DTC1,0.01936
Q5VTH9,P0DTC9,0.035397
Q5VTH9,P0DTC8,0.033321
Q5VTH9,P0DTD2,0.001367
Q9NVR2,P0DTC3,0.005467
Q9NVR2,P0DTC4,0.004066
Q9NVR2,P0DTC7,3.5e-05
Q9NVR2,P0DTC5,0.004066
Q9NVR2,P0DTC2,0.003806
Q9NVR2,P0DTC1,0.015121
Q9NVR2,P0DTC9,0.002716
Q14872,P0DTC2,0.014083
Q14872,P0DTC5,0.009671
Q14872,P0DTF1,0.005121
Q14872,P0DTC4,0.004654
Q14872,P0DTC7,0.011263
Q14872,P0DTC6,0.011228
Q14872,P0DTC3,0.006228
Q14872,P0DTC1,0.049186
Q14872,P0DTC9,0.008045
Q14872,P0DTC8,0.000104
Q14872,P0DTD2,0.007111
Q96S90,P0DTC3,0.007785
Q96S90,P0DTC4,0.005692
Q96S90,P0DTC7,5.2e-05
Q96S90,P0DTC5,0.005692
Q96S90,P0DTC2,0.004983
Q96S90,P0DTC1,0.00045
Q96S90,P0DTC9,0.00327
Q8NI17,P0DTD3,0.004394
Q8NI17,P0DTF1,0.013045
Q8NI17,P0DTC4,0.035363
Q8NI17,P0DTC7,0.028252
Q8NI17,P0DTC6,0.02519
Q8NI17,P0DTC5,0.017007
Q8NI17,P0DTC3,0.010675
Q8NI17,P0DTC2,0.044878
Q8NI17,P0DTC1,0.049688
Q8NI17,P0DTC9,0.022041
Q8NI17,P0DTC8,0.021782
Q8NI17,P0DTD2,0.024273
Q5TAQ9,P0DTC6,0.003114
Q5TAQ9,P0DTC5,0.003374
Q5TAQ9,P0DTD2,0.003304
Q5TAQ9,P0DTC4,0.003374
Q5TAQ9,P0DTC7,0.002336
Q5TAQ9,P0DTC3,0.004965
Q5TAQ9,P0DTC2,0.010778
Q5TAQ9,P0DTC1,0.027093
Q5TAQ9,P0DTC9,0.007059
P10620,P0DTC6,0.012266
P10620,P0DTC3,0.014619
P10620,P0DTF1,0.007041
P10620,P0DTD3,0.003304
P10620,P0DTC4,0.017941
P10620,P0DTC7,0.015501
P10620,P0DTC5,0.019636
P10620,P0DTC2,0.028408
P10620,P0DTC1,0.026384
P10620,P0DTC9,0.010726
P10620,P0DTC8,0.00045
P10620,P0DTD2,0.006297
Q9BRA2,P0DTC3,0.004775
Q9BRA2,P0DTC4,0.005138
Q9BRA2,P0DTC7,5.2e-05
Q9BRA2,P0DTC5,0.005138
Q9BRA2,P0DTC2,0.004706
Q9BRA2,P0DTC1,0.022197
Q9BRA2,P0DTC9,0.009031
Q9H6H4,P0DTD3,0.06275
Q9H6H4,P0DTC4,0.0773
Q9H6H4,P0DTC7,0.026643
Q9H6H4,P0DTC6,0.001367
Q9H6H4,P0DTC5,0.038338
Q9H6H4,P0DTC3,0.027664
Q9H6H4,P0DTC2,0.052975
Q9H6H4,P0DTC1,0.040518
Q9H6H4,P0DTC9,0.033615
Q9H6H4,P0DTC8,0.028806
Q9H6H4,P0DTD2,0.000848
Q9BRA0,P0DTC4,0.004187
Q9BRA0,P0DTC7,5.2e-05
Q9BRA0,P0DTC5,0.004187
Q9BRA0,P0DTC3,0.005173
Q9BRA0,P0DTC2,0.003945
Q9BRA0,P0DTC1,0.01154
Q9BRA0,P0DTC9,0.003529
Q9UKP4,P0DTC3,0.034031
Q9UKP4,P0DTD2,0.000329
Q9UKP4,P0DTC4,0.033944
Q9UKP4,P0DTD3,0.000329
Q9UKP4,P0DTC7,0.000415
Q9UKP4,P0DTC6,0.000242
Q9UKP4,P0DTC5,0.033858
Q9UKP4,P0DTC2,0.028633
Q9UKP4,P0DTC1,0.094808
Q9UKP4,P0DTC9,0.005934
Q9UKP4,P0DTC8,0.000329
P51878,P0DTC6,0.007543
P51878,P0DTC5,0.002284
P51878,P0DTC4,0.002284
P51878,P0DTC3,0.002076
P51878,P0DTC7,0.006453
P51878,P0DTC2,0.005865
P51878,P0DTC1,0.107818
P51878,P0DTC9,0.002024
P51878,P0DTD2,0.005848
P22455,P0DTC3,0.003772
P22455,P0DTC2,0.018252
P22455,P0DTD2,0.000329
P22455,P0DTD3,0.000329
P22455,P0DTC4,0.01628
P22455,P0DTC7,0.001574
P22455,P0DTC6,0.00026
P22455,P0DTC5,0.003702
P22455,P0DTC1,0.045224
P22455,P0DTC9,0.034947
P22455,P0DTC8,0.012837
Q9UKP5,P0DTC4,0.000156
Q9UKP5,P0DTC7,0.000104
Q9UKP5,P0DTC5,0.000156
Q9UKP5,P0DTC3,0.000208
Q9UKP5,P0DTC2,0.000138
Q9UKP5,P0DTC1,0.080379
Q9UKP5,P0DTC9,0.005259
P22459,P0DTC3,0.002405
P22459,P0DTC2,0.015934
P22459,P0DTD2,0.002993
P22459,P0DTC4,0.002353
P22459,P0DTC7,0.00481
P22459,P0DTC6,0.003045
P22459,P0DTC5,0.002353
P22459,P0DTC1,0.026626
P22459,P0DTC9,0.006626
Q9NZG7,P0DTC3,0.004308
Q9NZG7,P0DTC4,0.004308
Q9NZG7,P0DTC7,0.004291
Q9NZG7,P0DTC5,0.004308
Q9NZG7,P0DTC2,0.00346
Q9NZG7,P0DTC1,0.002093
Q9NZG7,P0DTC9,0.00199
P11766,P0DTC3,0.007543
P11766,P0DTD2,0.006609
P11766,P0DTD3,0.000329
P11766,P0DTF1,0.004965
P11766,P0DTC4,0.009325
P11766,P0DTC7,0.009879
P11766,P0DTC6,0.00974
P11766,P0DTC5,0.010346
P11766,P0DTC2,0.019688
P11766,P0DTC1,0.031712
P11766,P0DTC9,0.010623
P11766,P0DTC8,0.000398
Q5T6V5,P0DTC1,0.014014
Q9NSQ0,P0DTC3,0.002059
Q9NSQ0,P0DTC4,0.00192
Q9NSQ0,P0DTC7,8.7e-05
Q9NSQ0,P0DTC5,0.00192
Q9NSQ0,P0DTC2,0.00192
Q9NSQ0,P0DTC1,0.010934
Q9NSQ0,P0DTC9,0.000813
O14709,P0DTC4,0.000121
O14709,P0DTC2,0.001938
O14709,P0DTC1,0.037854
O14709,P0DTC9,0.005208
O14709,P0DTC8,0.000121
Q8IZD0,P0DTC3,0.00173
Q8IZD0,P0DTC4,0.022577
Q8IZD0,P0DTC7,3.5e-05
Q8IZD0,P0DTC5,0.001851
Q8IZD0,P0DTC2,0.016211
Q8IZD0,P0DTC1,0.017785
Q8IZD0,P0DTC9,0.021972
Q8IZD0,P0DTC8,0.020726
P08590,P0DTC3,0.005675
P08590,P0DTC4,0.024411
P08590,P0DTC7,5.2e-05
P08590,P0DTC5,0.003841
P08590,P0DTC2,0.020657
P08590,P0DTC1,0.059982
P08590,P0DTC9,0.032318
P08590,P0DTC8,0.020571
A6NND4,P0DTC3,0.021142
A6NND4,P0DTC6,0.000277
A6NND4,P0DTD3,0.06275
A6NND4,P0DTC4,0.041937
A6NND4,P0DTC7,0.025294
A6NND4,P0DTC5,0.031453
A6NND4,P0DTC2,0.025224
A6NND4,P0DTC1,0.041781
A6NND4,P0DTC8,0.000329
A6NND4,P0DTD2,0.000329
P15291,P0DTC3,0.024792
P15291,P0DTC6,0.008875
P15291,P0DTC5,0.033235
P15291,P0DTD2,0.009844
P15291,P0DTD3,0.033062
P15291,P0DTC9,0.018996
P15291,P0DTF1,0.002457
P15291,P0DTC4,0.047594
P15291,P0DTC7,0.029359
P15291,P0DTC2,0.050518
P15291,P0DTC1,0.053771
P15291,P0DTC8,0.013045
Q8NGG0,P0DTC3,0.021142
Q8NGG0,P0DTD3,0.06275
Q8NGG0,P0DTD2,0.000329
Q8NGG0,P0DTC4,0.042058
Q8NGG0,P0DTC7,0.025294
Q8NGG0,P0DTC6,0.000277
Q8NGG0,P0DTC5,0.031453
Q8NGG0,P0DTC2,0.03147
Q8NGG0,P0DTC1,0.027387
Q8NGG0,P0DTC9,0.000121
Q8NGG0,P0DTC8,0.00045
Q00444,P0DTC3,0.005242
Q00444,P0DTC4,0.00391
Q00444,P0DTC7,3.5e-05
Q00444,P0DTC5,0.003823
Q00444,P0DTC2,0.005156
Q00444,P0DTC1,0.020657
Q00444,P0DTC9,0.002664
Q00444,P0DTC8,8.7e-05
Q96A29,P0DTD3,0.06275
Q96A29,P0DTF1,0.003356
Q96A29,P0DTC4,0.050691
Q96A29,P0DTC7,0.041141
Q96A29,P0DTC6,0.013702
Q96A29,P0DTC5,0.043563
Q96A29,P0DTC3,0.032664
Q96A29,P0DTC2,0.043857
Q96A29,P0DTC1,0.04083
Q96A29,P0DTC9,0.007007
Q96A29,P0DTC8,0.000329
Q96A29,P0DTD2,0.007214
Q96DX7,P0DTC3,0.00064
Q96DX7,P0DTC5,0.001142
Q96DX7,P0DTC9,0.00545
Q96DX7,P0DTC4,0.001142
Q96DX7,P0DTC2,0.006695
Q96DX7,P0DTC1,0.070379
Q96DX4,P0DTD2,0.000329
Q96DX4,P0DTD3,0.000329
Q96DX4,P0DTC3,0.001142
Q96DX4,P0DTC5,0.001384
Q96DX4,P0DTC4,0.001471
Q96DX4,P0DTC7,0.000329
Q96DX4,P0DTC6,0.000242
Q96DX4,P0DTC2,0.001349
Q96DX4,P0DTC1,0.027231
Q96DX4,P0DTC9,0.00545
Q96DX4,P0DTC8,0.000329
Q96DX5,P0DTC3,0.003495
Q96DX5,P0DTD2,0.004135
Q96DX5,P0DTF1,0.006799
Q96DX5,P0DTD3,0.000329
Q96DX5,P0DTC4,0.002526
Q96DX5,P0DTC7,0.008944
Q96DX5,P0DTC6,0.008512
Q96DX5,P0DTC5,0.009239
Q96DX5,P0DTC2,0.007491
Q96DX5,P0DTC1,0.030674
Q96DX5,P0DTC9,0.008633
Q96DX5,P0DTC8,0.000329
Q9UJX5,P0DTC3,0.006834
Q9UJX5,P0DTC5,0.004983
Q9UJX5,P0DTD2,0.000519
Q9UJX5,P0DTC4,0.023962
Q9UJX5,P0DTC7,0.001003
Q9UJX5,P0DTC6,0.001125
Q9UJX5,P0DTC2,0.020449
Q9UJX5,P0DTC1,0.040224
Q9UJX5,P0DTC9,0.027577
Q9UJX5,P0DTC8,0.018979
Q9UJX4,P0DTC3,0.006263
Q9UJX4,P0DTD2,0.000519
Q9UJX4,P0DTC4,0.032802
Q9UJX4,P0DTC7,0.001003
Q9UJX4,P0DTC6,0.001125
Q9UJX4,P0DTC5,0.004325
Q9UJX4,P0DTC2,0.024723
Q9UJX4,P0DTC1,0.040847
Q9UJX4,P0DTC9,0.036868
Q9UJX4,P0DTC8,0.028477
A4D1Z8,P0DTC4,0.001142
A4D1Z8,P0DTC3,0.00064
A4D1Z8,P0DTC2,0.00109
A4D1Z8,P0DTC5,0.001142
A4D1Z8,P0DTC1,0.001782
A4D1Z8,P0DTC9,0.00545
Q96A26,P0DTC3,0.025553
Q96A26,P0DTC6,0.000277
Q96A26,P0DTC5,0.033754
Q96A26,P0DTD2,0.000329
Q96A26,P0DTD3,0.06275
Q96A26,P0DTC9,0.00865
Q96A26,P0DTC4,0.044238
Q96A26,P0DTC7,0.025346
Q96A26,P0DTC2,0.036799
Q96A26,P0DTC1,0.050899
Q96A26,P0DTC8,0.000329
Q9UJX0,P0DTC4,0.014239
Q9UJX0,P0DTC7,0.003616
Q9UJX0,P0DTC6,0.004152
Q9UJX0,P0DTC2,0.012076
Q9UJX0,P0DTC1,0.026332
Q9UJX0,P0DTC9,0.014239
Q9UJX0,P0DTC8,0.014239
Q9UJX0,P0DTD2,0.003166
Q9UJX3,P0DTC3,0.005588
Q9UJX3,P0DTC5,0.004014
Q9UJX3,P0DTC9,0.036176
Q9UJX3,P0DTC4,0.032491
Q9UJX3,P0DTC7,3.5e-05
Q9UJX3,P0DTC2,0.023339
Q9UJX3,P0DTC1,0.040069
Q9UJX3,P0DTC8,0.028477
Q96L34,P0DTC3,0.003339
Q96L34,P0DTC5,0.002024
Q96L34,P0DTD2,0.000519
Q96L34,P0DTC4,0.020865
Q96L34,P0DTC7,0.001021
Q96L34,P0DTC6,0.001125
Q96L34,P0DTC2,0.020328
Q96L34,P0DTC1,0.036972
Q96L34,P0DTC9,0.024584
Q96L34,P0DTC8,0.018841
Q8NCL4,P0DTC3,0.03166
Q8NCL4,P0DTD2,0.000329
Q8NCL4,P0DTD3,0.06275
Q8NCL4,P0DTC2,0.033096
Q8NCL4,P0DTC5,0.039342
Q8NCL4,P0DTC4,0.049826
Q8NCL4,P0DTC7,0.027456
Q8NCL4,P0DTC6,0.000277
Q8NCL4,P0DTC1,0.0623
Q8NCL4,P0DTC9,0.016764
Q8NCL4,P0DTC8,0.000329
Q5T4T6,P0DTC2,0.007924
Q5T4T6,P0DTC5,0.005727
Q5T4T6,P0DTC4,0.005727
Q5T4T6,P0DTC7,0.004983
Q5T4T6,P0DTC6,0.005
Q5T4T6,P0DTC3,0.007699
Q5T4T6,P0DTC1,0.003426
Q5T4T6,P0DTC9,0.003772
Q5T4T6,P0DTD2,0.001246
Q5BJH7,P0DTC5,0.012405
Q5BJH7,P0DTD2,0.000727
Q5BJH7,P0DTD3,0.006419
Q5BJH7,P0DTC4,0.013546
Q5BJH7,P0DTC7,0.004014
Q5BJH7,P0DTC6,0.000554
Q5BJH7,P0DTC3,0.010848
Q5BJH7,P0DTC2,0.016764
Q5BJH7,P0DTC1,0.005813
Q5BJH7,P0DTC9,0.006038
Q5BJH7,P0DTC8,0.000727
Q9NR71,P0DTC3,0.008391
Q9NR71,P0DTD3,0.006419
Q9NR71,P0DTC4,0.009342
Q9NR71,P0DTC7,0.006643
Q9NR71,P0DTC6,0.00301
Q9NR71,P0DTC5,0.008062
Q9NR71,P0DTC2,0.020622
Q9NR71,P0DTC1,0.047335
Q9NR71,P0DTC9,0.004342
Q9NR71,P0DTC8,0.000865
Q9NR71,P0DTD2,0.002751
Q5T4T1,P0DTD3,0.06275
Q5T4T1,P0DTC4,0.041937
Q5T4T1,P0DTC2,0.032525
Q5T4T1,P0DTF1,0.006713
Q5T4T1,P0DTC7,0.037975
Q5T4T1,P0DTC6,0.013927
Q5T4T1,P0DTC5,0.038165
Q5T4T1,P0DTC3,0.021142
Q5T4T1,P0DTC1,0.043961
Q5T4T1,P0DTC8,0.000329
Q5T4T1,P0DTD2,0.007837
Q5BJH2,P0DTC2,0.025224
Q5BJH2,P0DTC6,0.000277
Q5BJH2,P0DTD2,0.000329
Q5BJH2,P0DTD3,0.06275
Q5BJH2,P0DTC7,0.025294
Q5BJH2,P0DTC5,0.031453
Q5BJH2,P0DTC4,0.041937
Q5BJH2,P0DTC3,0.021142
Q5BJH2,P0DTC1,0.021142
Q5BJH2,P0DTC8,0.000329
P56470,P0DTC5,0.001765
P56470,P0DTD3,0.000329
P56470,P0DTD2,0.000329
P56470,P0DTC2,0.010225
P56470,P0DTC4,0.002024
P56470,P0DTC7,0.000398
P56470,P0DTC6,0.000242
P56470,P0DTC3,0.002682
P56470,P0DTC1,0.013045
P56470,P0DTC9,0.012093
P56470,P0DTC8,0.000502
B1AKI9,P0DTC3,0.000502
B1AKI9,P0DTC6,0.000242
B1AKI9,P0DTD3,0.000329
B1AKI9,P0DTC7,0.000329
B1AKI9,P0DTC5,0.000242
B1AKI9,P0DTC4,0.000329
B1AKI9,P0DTC2,0.00026
B1AKI9,P0DTC1,0.007837
B1AKI9,P0DTC8,0.000329
B1AKI9,P0DTD2,0.000329
Q9HBT6,P0DTC3,0.021989
Q9HBT6,P0DTC5,0.0323
Q9HBT6,P0DTD2,0.003201
Q9HBT6,P0DTD3,0.06275
Q9HBT6,P0DTC4,0.063649
Q9HBT6,P0DTC7,0.028391
Q9HBT6,P0DTC6,0.003304
Q9HBT6,P0DTC2,0.057023
Q9HBT6,P0DTC1,0.037629
Q9HBT6,P0DTC9,0.021574
Q9HBT6,P0DTC8,0.021193
Q9HBT7,P0DTC4,0.000121
Q9HBT7,P0DTC7,0.005432
Q9HBT7,P0DTC6,0.006211
Q9HBT7,P0DTC2,0.004931
Q9HBT7,P0DTC1,0.049065
Q9HBT7,P0DTC9,0.005208
Q9HBT7,P0DTC8,0.000121
Q9HBT7,P0DTD2,0.006332
Q075Z2,P0DTC2,0.046383
Q075Z2,P0DTC6,0.000242
Q075Z2,P0DTD3,0.000329
Q075Z2,P0DTC4,0.00064
Q075Z2,P0DTC7,0.000381
Q075Z2,P0DTC5,0.000381
Q075Z2,P0DTC3,0.000709
Q075Z2,P0DTC1,0.002076
Q075Z2,P0DTC9,0.000346
Q075Z2,P0DTC8,0.000502
Q075Z2,P0DTD2,0.000329
P13942,P0DTC3,0.016886
P13942,P0DTC4,0.016903
P13942,P0DTC7,6.9e-05
P13942,P0DTC5,0.016903
P13942,P0DTC2,0.015553
P13942,P0DTC1,0.018598
P13942,P0DTC9,0.005761
Q1A5X7,P0DTC5,0.007336
Q1A5X7,P0DTC2,0.015969
Q1A5X7,P0DTC4,0.007509
Q1A5X7,P0DTC7,0.002855
Q1A5X7,P0DTC3,0.063874
Q1A5X7,P0DTC1,0.010605
Q1A5X7,P0DTC9,0.040103
Q1A5X7,P0DTC8,0.000173
Q9NUK0,P0DTC3,0.005346
Q9NUK0,P0DTD2,0.002526
Q9NUK0,P0DTC4,0.004273
Q9NUK0,P0DTC7,0.002941
Q9NUK0,P0DTC6,0.003356
Q9NUK0,P0DTC5,0.0041
Q9NUK0,P0DTC2,0.00673
Q9NUK0,P0DTC1,0.054757
Q9NUK0,P0DTC9,0.007889
Q9NUK0,P0DTC8,0.000173
A0A0B4J2H0,P0DTC3,0.001799
A0A0B4J2H0,P0DTC4,0.021937
A0A0B4J2H0,P0DTC7,0.000865
A0A0B4J2H0,P0DTC5,0.001073
A0A0B4J2H0,P0DTC2,0.030086
A0A0B4J2H0,P0DTC1,0.038269
A0A0B4J2H0,P0DTC9,0.021903
A0A0B4J2H0,P0DTC8,0.020865
P84085,P0DTD3,0.000329
P84085,P0DTC3,0.003512
P84085,P0DTC4,0.004412
P84085,P0DTC7,0.000346
P84085,P0DTC6,0.00026
P84085,P0DTC5,0.004221
P84085,P0DTC2,0.004827
P84085,P0DTC1,0.012958
P84085,P0DTC9,0.002284
P84085,P0DTC8,0.00045
P84085,P0DTD2,0.000329
P58499,P0DTC2,0.016851
P58499,P0DTC6,0.005363
P58499,P0DTC4,0.017975
P58499,P0DTC3,0.003149
P58499,P0DTC7,0.005432
P58499,P0DTC5,0.003737
P58499,P0DTC1,0.021885
P58499,P0DTC9,0.016297
P58499,P0DTC8,0.014239
P58499,P0DTD2,0.004706
Q9P2T0,P0DTC1,0.002214
Q15475,P0DTC3,0.005156
Q15475,P0DTC6,0.004844
Q15475,P0DTC5,0.00474
Q15475,P0DTD2,0.002907
Q15475,P0DTC9,0.007716
Q15475,P0DTF1,0.000796
Q15475,P0DTC4,0.004066
Q15475,P0DTC7,0.004689
Q15475,P0DTC2,0.010225
Q15475,P0DTC1,0.039913
Q15475,P0DTC8,0.000121
Q96TC7,P0DTC3,0.025882
Q96TC7,P0DTD2,0.001574
Q96TC7,P0DTD3,0.041833
Q96TC7,P0DTC5,0.030622
Q96TC7,P0DTC4,0.065379
Q96TC7,P0DTC7,0.023875
Q96TC7,P0DTC6,0.002197
Q96TC7,P0DTC2,0.052819
Q96TC7,P0DTC1,0.044999
Q96TC7,P0DTC9,0.034134
Q96TC7,P0DTC8,0.028702
Q5VIR6,P0DTC3,0.008754
Q5VIR6,P0DTC6,0.000502
Q5VIR6,P0DTC5,0.01064
Q5VIR6,P0DTD2,0.000606
Q5VIR6,P0DTD3,0.004394
Q5VIR6,P0DTC9,0.008114
Q5VIR6,P0DTC4,0.011332
Q5VIR6,P0DTC7,0.003287
Q5VIR6,P0DTC2,0.012318
Q5VIR6,P0DTC1,0.009983
Q5VIR6,P0DTC8,0.000606
Q96KQ7,P0DTC5,0.00564
Q96KQ7,P0DTC4,0.019342
Q96KQ7,P0DTC7,3.5e-05
Q96KQ7,P0DTC3,0.006713
Q96KQ7,P0DTC2,0.020052
Q96KQ7,P0DTC1,0.073026
Q96KQ7,P0DTC9,0.022214
Q96KQ7,P0DTC8,0.013702
Q96KQ4,P0DTD3,0.000329
Q96KQ4,P0DTC4,0.037162
Q96KQ4,P0DTC7,0.003599
Q96KQ4,P0DTC6,0.003235
Q96KQ4,P0DTC5,0.003772
Q96KQ4,P0DTC3,0.005017
Q96KQ4,P0DTC2,0.027456
Q96KQ4,P0DTC1,0.043546
Q96KQ4,P0DTC9,0.041885
Q96KQ4,P0DTC8,0.03365
Q96KQ4,P0DTD2,0.003529
O00212,P0DTC3,0.004308
O00212,P0DTD3,0.000329
O00212,P0DTD2,0.008028
O00212,P0DTC4,0.020467
O00212,P0DTC7,0.00846
O00212,P0DTC6,0.008374
O00212,P0DTC5,0.006021
O00212,P0DTC2,0.036816
O00212,P0DTC1,0.039325
O00212,P0DTC9,0.020069
O00212,P0DTC8,0.015017
Q8TDL5,P0DTC3,0.003702
Q8TDL5,P0DTC4,0.004429
Q8TDL5,P0DTC7,5.2e-05
Q8TDL5,P0DTC5,0.004429
Q8TDL5,P0DTC2,0.016747
Q8TDL5,P0DTC1,0.032422
Q8TDL5,P0DTC9,0.007353
Q03167,P0DTD3,0.000225
Q03167,P0DTC3,0.003945
Q03167,P0DTF1,0.005346
Q03167,P0DTC4,0.020588
Q03167,P0DTC7,0.027629
Q03167,P0DTC6,0.023633
Q03167,P0DTC5,0.009239
Q03167,P0DTC2,0.044826
Q03167,P0DTC1,0.038702
Q03167,P0DTC9,0.024048
Q03167,P0DTC8,0.016886
Q03167,P0DTD2,0.013737
Q15942,P0DTC3,0.059999
Q15942,P0DTD3,0.000329
Q15942,P0DTD2,0.041176
Q15942,P0DTC4,0.079134
Q15942,P0DTC7,0.045276
Q15942,P0DTC6,0.046954
Q15942,P0DTC5,0.048321
Q15942,P0DTC2,0.046106
Q15942,P0DTC1,0.105067
Q15942,P0DTC9,0.011453
Q15942,P0DTC8,0.0009
Q15942,P0DTF1,0.045968
Q03164,P0DTC5,0.004654
Q03164,P0DTD2,0.002024
Q03164,P0DTC2,0.023339
Q03164,P0DTC4,0.020847
Q03164,P0DTC7,0.001938
Q03164,P0DTC6,0.002457
Q03164,P0DTC3,0.005796
Q03164,P0DTC1,0.072196
Q03164,P0DTC9,0.023927
Q03164,P0DTC8,0.016193
Q6ZRP7,P0DTC6,0.000329
Q6ZRP7,P0DTC5,0.011124
Q6ZRP7,P0DTD2,0.000225
Q6ZRP7,P0DTD3,0.004291
Q6ZRP7,P0DTC4,0.011799
Q6ZRP7,P0DTC7,0.003443
Q6ZRP7,P0DTC3,0.010467
Q6ZRP7,P0DTC2,0.010086
Q6ZRP7,P0DTC1,0.009585
Q6ZRP7,P0DTC9,0.005069
Q6ZRP7,P0DTC8,0.000225
P13995,P0DTC5,0.004637
P13995,P0DTC2,0.017318
P13995,P0DTC4,0.004723
P13995,P0DTC7,6.9e-05
P13995,P0DTC3,0.006332
P13995,P0DTC1,0.013322
P13995,P0DTC9,0.002266
P13995,P0DTC8,8.7e-05
Q9ULB1,P0DTC3,0.007768
Q9ULB1,P0DTD2,0.011297
Q9ULB1,P0DTF1,0.004931
Q9ULB1,P0DTC4,0.027768
Q9ULB1,P0DTD3,0.005069
Q9ULB1,P0DTC7,0.020726
Q9ULB1,P0DTC6,0.016418
Q9ULB1,P0DTC5,0.013616
Q9ULB1,P0DTC2,0.049809
